trend_id,trend_name,category,date,weekly_interest,region,sentiment,related_brands,growth_rate,forecast_2025
3484,DeFi 2.0,Finance,2024-07-11,16,China,0.73,"OpenAI, Tesla",18.4,87
3485,DeFi 2.0,Finance,2024-10-28,18,India,0.31,"BlackRock, OpenAI",11.2,61
3486,DeFi 2.0,Tech,2023-09-13,21,EU,0.65,"Tesla, BlackRock",18.1,97
3487,AI Agents,Finance,2025-03-19,6,USA,0.33,"BlackRock, OpenAI",17.8,97
3488,AI Agents,Tech,2023-07-05,26,EU,0.34,"BlackRock, Nike",-3.5,95
3489,Green Hydrogen,Sustainability,2023-11-03,64,EU,0.42,"OpenAI, Nike",6.4,100
3490,Green Hydrogen,Finance,2023-05-19,18,India,1.0,"Tesla, Nike",14.4,85
3491,Green Hydrogen,Sustainability,2023-08-07,18,India,0.62,"Tesla, Nike",16.5,95
3492,Green Hydrogen,Sustainability,2023-06-02,24,EU,0.83,"Nike, BlackRock",1.6,62
3493,DeFi 2.0,Finance,2024-12-18,23,India,0.35,"OpenAI, Nike",2.1,55
3494,ESG Investing,Sustainability,2023-09-12,4,EU,0.17,"OpenAI, Nike",0.9,54
3495,ESG Investing,Finance,2023-09-04,40,India,0.59,"BlackRock, Nike",1.0,85
3496,DeFi 2.0,Sustainability,2023-10-28,21,USA,0.29,"BlackRock, OpenAI",3.9,73
3497,Green Hydrogen,Tech,2024-11-14,17,China,-0.06,"OpenAI, BlackRock",19.6,75
3498,DeFi 2.0,Finance,2024-03-22,29,EU,0.27,"OpenAI, Nike",-2.0,62
3499,Green Hydrogen,Tech,2023-11-16,3,USA,-0.05,"Tesla, OpenAI",9.1,86
3500,AI Agents,Finance,2023-07-31,55,EU,0.02,"OpenAI, Tesla",15.6,54
3501,ESG Investing,Finance,2024-10-28,9,USA,0.15,"Tesla, Nike",19.8,53
3502,DeFi 2.0,Finance,2025-03-20,9,China,-0.0,"OpenAI, Tesla",18.7,84
3503,ESG Investing,Tech,2023-11-20,25,EU,0.43,"OpenAI, BlackRock",15.1,68
3504,ESG Investing,Tech,2023-04-20,4,USA,0.31,"OpenAI, BlackRock",5.0,56
3505,AI Agents,Sustainability,2023-07-11,27,India,-0.31,"Nike, OpenAI",6.3,85
3506,Green Hydrogen,Tech,2024-05-03,53,USA,0.75,"OpenAI, Tesla",-4.6,75
3507,Green Hydrogen,Finance,2023-02-17,59,India,0.03,"BlackRock, OpenAI",-1.3,72
3508,DeFi 2.0,Finance,2023-11-14,41,India,-0.19,"BlackRock, OpenAI",2.0,80
3509,DeFi 2.0,Finance,2024-12-28,42,China,0.31,"BlackRock, Nike",6.1,78
3510,Green Hydrogen,Finance,2024-11-26,23,EU,0.6,"BlackRock, Tesla",-0.8,62
3511,ESG Investing,Tech,2024-03-07,39,India,0.63,"Tesla, Nike",11.5,56
3512,DeFi 2.0,Tech,2023-03-11,45,USA,-0.37,"BlackRock, OpenAI",13.1,95
3513,AI Agents,Tech,2024-01-12,33,USA,-0.1,"BlackRock, OpenAI",6.3,62
3514,Green Hydrogen,Tech,2023-10-08,26,USA,-0.22,"Tesla, BlackRock",0.2,77
3515,ESG Investing,Sustainability,2023-05-28,31,USA,0.38,"BlackRock, Tesla",2.7,51
3516,DeFi 2.0,Sustainability,2024-03-11,38,EU,0.51,"BlackRock, OpenAI",15.9,93
3517,AI Agents,Tech,2024-05-27,11,India,0.51,"Tesla, BlackRock",6.1,75
3518,AI Agents,Finance,2025-01-07,9,USA,0.26,"Tesla, Nike",5.5,76
3519,Green Hydrogen,Tech,2025-04-13,19,China,-0.06,"OpenAI, BlackRock",3.4,85
3520,Green Hydrogen,Tech,2023-12-12,76,USA,0.42,"BlackRock, OpenAI",16.7,57
3521,AI Agents,Sustainability,2025-01-10,13,EU,0.91,"Tesla, Nike",11.2,89
3522,Green Hydrogen,Finance,2023-05-08,11,India,0.47,"OpenAI, BlackRock",7.3,97
3523,DeFi 2.0,Finance,2023-03-07,21,USA,1.0,"BlackRock, Nike",8.3,76
3524,ESG Investing,Sustainability,2023-06-08,19,China,0.3,"Tesla, Nike",8.2,73
3525,AI Agents,Sustainability,2024-11-19,14,EU,0.22,"BlackRock, Nike",14.0,80
3526,AI Agents,Finance,2023-09-08,30,USA,-0.27,"Tesla, OpenAI",9.8,53
3527,AI Agents,Tech,2023-11-12,34,India,0.15,"BlackRock, Tesla",14.0,93
3528,AI Agents,Tech,2023-06-27,31,India,-0.15,"Tesla, OpenAI",16.7,76
3529,Green Hydrogen,Sustainability,2024-10-02,22,China,-0.39,"BlackRock, Nike",18.8,97
3530,ESG Investing,Sustainability,2023-02-17,3,USA,0.83,"Nike, OpenAI",0.5,70
3531,Green Hydrogen,Tech,2024-09-15,26,USA,-0.4,"BlackRock, Tesla",6.2,65
3532,AI Agents,Sustainability,2024-03-23,26,China,0.33,"BlackRock, Nike",19.6,91
3533,DeFi 2.0,Tech,2023-03-06,14,India,-0.09,"BlackRock, Nike",11.4,50
3534,AI Agents,Finance,2024-09-11,25,China,0.19,"Nike, Tesla",10.4,79
3535,AI Agents,Tech,2025-03-10,41,China,0.76,"Tesla, BlackRock",-2.2,79
3536,ESG Investing,Sustainability,2024-01-19,22,India,0.59,"OpenAI, BlackRock",10.3,61
3537,AI Agents,Finance,2024-06-18,43,USA,0.17,"Nike, OpenAI",19.7,65
3538,Green Hydrogen,Finance,2023-07-10,51,USA,0.08,"Tesla, BlackRock",15.1,81
3539,AI Agents,Finance,2024-11-16,16,India,1.0,"Tesla, Nike",19.2,76
3540,Green Hydrogen,Finance,2023-06-10,23,USA,1.0,"OpenAI, Nike",-4.0,59
3541,Green Hydrogen,Finance,2023-04-18,40,China,0.67,"Tesla, OpenAI",-4.6,59
3542,DeFi 2.0,Sustainability,2025-03-08,28,EU,0.71,"Tesla, Nike",3.9,54
3543,ESG Investing,Tech,2024-09-17,5,EU,-0.22,"OpenAI, BlackRock",-2.2,78
3544,Green Hydrogen,Tech,2023-08-10,40,China,0.21,"Tesla, BlackRock",8.9,90
3545,DeFi 2.0,Finance,2024-05-28,29,India,0.65,"BlackRock, Nike",0.2,83
3546,AI Agents,Finance,2023-03-21,35,USA,0.43,"Tesla, BlackRock",5.7,69
3547,ESG Investing,Finance,2023-03-22,33,China,0.69,"BlackRock, OpenAI",4.8,88
3548,DeFi 2.0,Finance,2023-11-24,42,India,0.22,"BlackRock, Tesla",5.4,51
3549,DeFi 2.0,Finance,2023-12-16,31,China,0.43,"Tesla, Nike",0.5,81
3550,Green Hydrogen,Tech,2024-10-05,20,India,0.25,"OpenAI, Tesla",12.2,72
3551,DeFi 2.0,Finance,2025-04-01,12,China,-0.11,"BlackRock, OpenAI",17.4,72
3552,AI Agents,Sustainability,2024-11-14,15,India,0.17,"Nike, BlackRock",15.6,76
3553,Green Hydrogen,Finance,2023-03-11,44,EU,0.03,"Nike, Tesla",2.9,78
3554,ESG Investing,Sustainability,2024-04-07,3,China,0.52,"OpenAI, Tesla",10.7,77
3555,ESG Investing,Sustainability,2024-06-30,5,India,0.12,"BlackRock, OpenAI",17.1,91
3556,Green Hydrogen,Finance,2023-05-01,46,EU,0.25,"BlackRock, Tesla",8.4,93
3557,AI Agents,Finance,2024-06-03,13,USA,0.07,"Tesla, OpenAI",-4.8,97
3558,Green Hydrogen,Finance,2023-09-20,40,EU,0.35,"OpenAI, Nike",20.0,70
3559,AI Agents,Finance,2024-06-07,17,China,0.08,"BlackRock, OpenAI",8.3,69
3560,DeFi 2.0,Finance,2025-02-06,24,India,0.14,"Nike, Tesla",19.9,70
3561,ESG Investing,Sustainability,2024-02-08,51,India,-0.07,"OpenAI, BlackRock",9.1,51
3562,AI Agents,Finance,2023-06-13,11,India,0.62,"Tesla, OpenAI",7.3,59
3563,DeFi 2.0,Sustainability,2024-09-30,38,China,0.31,"BlackRock, Nike",-3.8,95
3564,ESG Investing,Tech,2023-12-11,6,EU,-0.28,"BlackRock, OpenAI",1.7,61
3565,ESG Investing,Tech,2024-10-17,36,China,-0.46,"Nike, BlackRock",15.1,62
3566,ESG Investing,Tech,2023-10-02,15,EU,0.46,"BlackRock, OpenAI",18.3,98
3567,DeFi 2.0,Sustainability,2024-01-06,35,China,-0.09,"OpenAI, Tesla",3.9,85
3568,DeFi 2.0,Sustainability,2024-04-01,54,India,0.32,"OpenAI, BlackRock",11.1,90
3569,AI Agents,Sustainability,2024-01-25,41,EU,-0.02,"Tesla, OpenAI",2.3,100
3570,ESG Investing,Sustainability,2024-09-16,49,China,-0.28,"Tesla, BlackRock",16.1,53
3571,Green Hydrogen,Tech,2023-08-06,26,India,0.76,"Nike, BlackRock",1.2,51
3572,Green Hydrogen,Tech,2024-06-28,18,India,-0.26,"Nike, Tesla",16.6,67
3573,ESG Investing,Tech,2024-09-02,0,USA,0.82,"Nike, BlackRock",13.5,60
3574,Green Hydrogen,Tech,2023-08-24,19,India,0.66,"Tesla, Nike",10.0,87
3575,ESG Investing,Finance,2023-09-22,34,EU,0.21,"Nike, OpenAI",8.6,92
3576,DeFi 2.0,Finance,2023-10-24,24,China,-0.08,"BlackRock, Tesla",8.7,71
3577,DeFi 2.0,Finance,2024-03-22,35,EU,-0.58,"Tesla, Nike",19.0,78
3578,DeFi 2.0,Sustainability,2025-01-20,18,EU,0.28,"OpenAI, Nike",-0.5,90
3579,DeFi 2.0,Tech,2023-10-10,56,EU,0.09,"BlackRock, OpenAI",-2.4,62
3580,AI Agents,Tech,2023-05-04,12,China,0.55,"BlackRock, Nike",14.7,63
3581,ESG Investing,Tech,2024-11-11,13,India,0.09,"OpenAI, BlackRock",-2.3,81
3582,DeFi 2.0,Tech,2024-03-06,35,China,-0.26,"OpenAI, Nike",2.8,64
3583,DeFi 2.0,Tech,2025-02-20,58,China,0.54,"Tesla, BlackRock",8.4,64
3584,AI Agents,Tech,2024-09-11,54,USA,0.99,"BlackRock, OpenAI",1.6,90
3585,ESG Investing,Sustainability,2024-03-12,6,China,-0.64,"BlackRock, OpenAI",-3.6,72
3586,Green Hydrogen,Finance,2023-02-24,32,India,0.71,"BlackRock, OpenAI",12.4,95
3587,DeFi 2.0,Tech,2024-03-11,29,India,0.78,"Nike, Tesla",7.8,78
3588,AI Agents,Sustainability,2024-08-07,21,USA,0.3,"Nike, Tesla",16.5,70
3589,ESG Investing,Tech,2024-06-23,18,EU,-0.17,"OpenAI, BlackRock",17.8,96
3590,DeFi 2.0,Finance,2024-02-25,34,China,0.44,"OpenAI, BlackRock",18.1,66
3591,DeFi 2.0,Tech,2023-05-10,16,India,-0.02,"Nike, OpenAI",4.4,76
3592,DeFi 2.0,Tech,2024-11-14,29,India,0.42,"Tesla, Nike",9.9,99
3593,ESG Investing,Finance,2023-01-03,10,India,0.29,"Tesla, Nike",-0.5,66
3594,AI Agents,Finance,2024-01-23,43,China,-0.02,"BlackRock, OpenAI",12.4,99
3595,AI Agents,Finance,2023-02-09,42,EU,0.02,"Tesla, OpenAI",15.9,88
3596,DeFi 2.0,Sustainability,2024-10-21,33,China,0.54,"Nike, Tesla",7.8,95
3597,Green Hydrogen,Finance,2023-12-23,4,India,0.23,"OpenAI, BlackRock",7.2,79
3598,DeFi 2.0,Sustainability,2025-01-06,53,India,-0.35,"Nike, Tesla",-0.8,89
3599,DeFi 2.0,Tech,2023-06-23,14,India,0.3,"Nike, BlackRock",7.6,96
3600,DeFi 2.0,Sustainability,2023-02-14,47,India,0.34,"Nike, OpenAI",7.0,58
3601,ESG Investing,Sustainability,2023-08-21,16,China,0.51,"BlackRock, Tesla",10.5,52
3602,DeFi 2.0,Finance,2024-07-15,16,India,0.37,"BlackRock, OpenAI",9.9,69
3603,Green Hydrogen,Tech,2024-01-20,36,USA,-0.36,"BlackRock, OpenAI",-0.2,72
3604,DeFi 2.0,Tech,2024-09-26,33,India,0.25,"Nike, Tesla",14.7,78
3605,AI Agents,Finance,2024-05-30,36,USA,0.86,"Nike, OpenAI",10.2,76
3606,ESG Investing,Finance,2023-05-27,10,USA,0.28,"BlackRock, OpenAI",-1.2,100
3607,ESG Investing,Sustainability,2023-01-09,38,China,-0.16,"Nike, OpenAI",12.5,75
3608,DeFi 2.0,Sustainability,2024-09-14,19,India,0.73,"Nike, OpenAI",17.5,67
3609,ESG Investing,Sustainability,2025-02-24,43,USA,-0.7,"Nike, Tesla",5.1,88
3610,ESG Investing,Tech,2023-05-13,58,EU,0.34,"Nike, Tesla",13.1,91
3611,Green Hydrogen,Finance,2024-02-15,29,India,-0.3,"Nike, BlackRock",18.8,88
3612,ESG Investing,Tech,2025-03-31,42,USA,0.27,"Tesla, Nike",1.7,54
3613,AI Agents,Finance,2023-12-19,38,EU,1.0,"Tesla, Nike",-3.6,97
3614,DeFi 2.0,Tech,2023-07-18,4,USA,-0.31,"BlackRock, OpenAI",-2.9,83
3615,DeFi 2.0,Finance,2023-09-02,49,India,0.3,"Tesla, OpenAI",10.6,79
3616,DeFi 2.0,Finance,2024-07-20,19,India,-0.27,"OpenAI, Tesla",18.3,58
3617,ESG Investing,Finance,2025-04-08,10,India,0.41,"BlackRock, Nike",9.3,72
3618,Green Hydrogen,Tech,2023-12-17,32,China,0.04,"BlackRock, Tesla",14.4,98
3619,ESG Investing,Finance,2023-10-09,27,EU,0.16,"BlackRock, OpenAI",9.1,54
3620,AI Agents,Finance,2023-06-11,7,China,0.63,"OpenAI, BlackRock",0.3,87
3621,AI Agents,Sustainability,2024-02-08,37,EU,0.06,"OpenAI, Nike",5.0,74
3622,ESG Investing,Tech,2023-01-01,8,USA,0.79,"OpenAI, Nike",-1.5,89
3623,Green Hydrogen,Sustainability,2024-03-16,29,EU,0.87,"Tesla, OpenAI",12.7,68
3624,Green Hydrogen,Tech,2023-03-27,35,China,-0.24,"Tesla, BlackRock",15.6,69
3625,Green Hydrogen,Sustainability,2024-04-26,22,India,0.39,"OpenAI, BlackRock",4.0,84
3626,DeFi 2.0,Sustainability,2024-03-22,14,India,1.0,"BlackRock, Nike",-1.5,75
3627,Green Hydrogen,Sustainability,2023-05-08,14,EU,0.78,"Tesla, Nike",17.8,84
3628,ESG Investing,Tech,2023-08-13,27,EU,0.4,"BlackRock, OpenAI",-1.1,90
3629,ESG Investing,Finance,2023-07-18,18,USA,0.13,"Nike, OpenAI",14.1,86
3630,ESG Investing,Finance,2024-06-09,57,India,-0.37,"BlackRock, OpenAI",3.3,85
3631,Green Hydrogen,Tech,2023-01-07,11,EU,0.64,"Nike, BlackRock",19.2,77
3632,DeFi 2.0,Tech,2024-04-22,7,USA,-0.48,"BlackRock, Tesla",4.6,68
3633,ESG Investing,Finance,2024-12-31,26,India,0.09,"Nike, OpenAI",-3.6,75
3634,Green Hydrogen,Sustainability,2023-07-20,7,EU,-0.05,"OpenAI, Nike",1.1,91
3635,DeFi 2.0,Finance,2024-08-24,22,EU,0.12,"OpenAI, BlackRock",-0.9,62
3636,AI Agents,Sustainability,2023-01-17,21,USA,0.41,"Tesla, OpenAI",3.7,88
3637,AI Agents,Tech,2023-06-15,6,EU,0.54,"BlackRock, Nike",8.4,85
3638,ESG Investing,Tech,2023-05-11,19,USA,0.17,"OpenAI, BlackRock",-3.6,67
3639,Green Hydrogen,Finance,2023-09-04,25,India,0.2,"BlackRock, Tesla",-1.7,67
3640,DeFi 2.0,Finance,2024-11-02,28,EU,0.16,"Tesla, OpenAI",-1.8,80
3641,ESG Investing,Finance,2023-05-16,14,China,0.57,"Nike, BlackRock",12.6,52
3642,Green Hydrogen,Finance,2024-07-18,30,USA,-0.04,"OpenAI, Tesla",-3.8,70
3643,DeFi 2.0,Sustainability,2023-06-07,10,EU,0.76,"Nike, Tesla",0.3,79
3644,ESG Investing,Finance,2024-02-08,45,USA,0.15,"BlackRock, OpenAI",9.3,56
3645,AI Agents,Finance,2023-09-28,63,India,-0.39,"Nike, OpenAI",9.8,89
3646,DeFi 2.0,Sustainability,2024-08-12,28,China,0.68,"OpenAI, BlackRock",2.4,60
3647,AI Agents,Tech,2025-02-15,32,EU,-0.08,"OpenAI, Tesla",1.0,68
3648,ESG Investing,Finance,2024-11-28,21,China,0.5,"OpenAI, BlackRock",12.1,95
3649,DeFi 2.0,Tech,2023-05-10,27,India,0.24,"Nike, OpenAI",11.3,100
3650,Green Hydrogen,Finance,2023-11-08,29,EU,0.01,"OpenAI, BlackRock",11.0,71
3651,AI Agents,Sustainability,2024-12-05,45,EU,-0.28,"BlackRock, OpenAI",19.3,65
3652,Green Hydrogen,Sustainability,2024-06-17,29,USA,-0.65,"BlackRock, Tesla",5.6,84
3653,ESG Investing,Tech,2023-04-17,21,EU,0.83,"BlackRock, OpenAI",11.9,62
3654,ESG Investing,Tech,2023-07-23,17,USA,0.51,"Nike, Tesla",13.9,74
3655,ESG Investing,Tech,2024-05-23,23,China,0.67,"Tesla, OpenAI",18.3,97
3656,AI Agents,Tech,2024-10-09,18,China,0.6,"BlackRock, Nike",12.9,75
3657,ESG Investing,Sustainability,2024-05-11,39,EU,0.13,"BlackRock, OpenAI",14.0,87
3658,ESG Investing,Sustainability,2024-09-05,45,EU,0.37,"Nike, Tesla",3.2,83
3659,DeFi 2.0,Tech,2023-08-15,3,USA,0.89,"Tesla, BlackRock",7.9,60
3660,ESG Investing,Finance,2023-10-27,19,China,0.17,"BlackRock, Tesla",16.7,52
3661,AI Agents,Sustainability,2024-10-23,8,India,0.09,"OpenAI, Tesla",-2.9,67
3662,DeFi 2.0,Finance,2024-07-30,56,USA,1.0,"Nike, BlackRock",-2.0,54
3663,Green Hydrogen,Finance,2023-11-28,18,India,-0.0,"BlackRock, Tesla",-1.6,95
3664,AI Agents,Tech,2024-01-01,18,China,0.64,"Tesla, OpenAI",2.7,58
3665,ESG Investing,Finance,2023-08-18,33,EU,-0.27,"OpenAI, Nike",18.0,67
3666,Green Hydrogen,Sustainability,2024-01-05,24,USA,0.08,"Nike, BlackRock",-2.0,73
3667,Green Hydrogen,Sustainability,2023-06-05,29,EU,0.08,"Nike, BlackRock",5.1,97
3668,AI Agents,Finance,2023-06-29,25,India,-0.19,"BlackRock, OpenAI",9.5,62
3669,DeFi 2.0,Sustainability,2025-03-09,34,China,-0.42,"Tesla, Nike",-2.3,81
3670,ESG Investing,Sustainability,2024-04-13,25,EU,-0.34,"OpenAI, BlackRock",1.3,84
3671,ESG Investing,Sustainability,2024-01-11,33,EU,0.19,"Nike, Tesla",1.6,52
3672,AI Agents,Finance,2023-09-13,24,EU,0.42,"Nike, Tesla",-0.1,59
3673,AI Agents,Tech,2023-05-27,9,USA,-0.18,"OpenAI, Tesla",19.0,92
3674,Green Hydrogen,Sustainability,2025-02-23,24,India,0.22,"Nike, Tesla",9.9,82
3675,Green Hydrogen,Sustainability,2023-07-30,52,USA,0.45,"OpenAI, Nike",13.3,68
3676,DeFi 2.0,Tech,2025-01-19,43,USA,-0.42,"Nike, BlackRock",12.7,64
3677,DeFi 2.0,Tech,2023-03-13,53,EU,-0.34,"Nike, OpenAI",-4.5,91
3678,Green Hydrogen,Tech,2024-12-20,33,China,0.91,"BlackRock, Nike",2.4,58
3679,DeFi 2.0,Tech,2024-09-24,27,India,0.69,"OpenAI, Nike",10.6,51
3680,DeFi 2.0,Tech,2024-10-07,20,EU,0.51,"Nike, Tesla",19.3,91
3681,ESG Investing,Finance,2023-06-04,4,EU,0.18,"Nike, OpenAI",12.4,84
3682,AI Agents,Sustainability,2023-06-12,12,EU,0.3,"OpenAI, BlackRock",4.9,50
3683,AI Agents,Tech,2024-01-27,38,EU,0.67,"Nike, OpenAI",2.6,57
3684,ESG Investing,Finance,2023-06-15,21,EU,0.67,"OpenAI, Nike",13.5,84
3685,DeFi 2.0,Sustainability,2024-12-02,53,China,0.21,"BlackRock, OpenAI",6.1,84
3686,ESG Investing,Tech,2023-04-12,23,India,0.3,"OpenAI, BlackRock",3.8,82
3687,AI Agents,Finance,2024-12-17,19,China,0.39,"Nike, OpenAI",1.8,91
3688,ESG Investing,Tech,2023-11-27,14,China,0.16,"Nike, OpenAI",3.3,96
3689,ESG Investing,Finance,2023-01-01,38,China,0.19,"Nike, BlackRock",0.8,95
3690,ESG Investing,Sustainability,2024-11-07,40,USA,0.3,"BlackRock, Tesla",14.4,98
3691,AI Agents,Sustainability,2024-12-14,15,India,0.01,"BlackRock, Nike",10.0,99
3692,AI Agents,Tech,2023-05-18,7,China,0.3,"BlackRock, Nike",13.9,99
3693,ESG Investing,Finance,2023-12-22,34,China,0.55,"BlackRock, Nike",-5.0,85
3694,AI Agents,Sustainability,2025-02-21,33,USA,-0.15,"Tesla, BlackRock",-4.1,54
3695,Green Hydrogen,Tech,2025-01-02,20,USA,0.06,"Tesla, BlackRock",-1.1,59
3696,DeFi 2.0,Tech,2023-11-13,23,India,0.21,"Nike, OpenAI",14.7,51
3697,Green Hydrogen,Sustainability,2023-08-06,47,China,0.06,"OpenAI, Tesla",-2.6,79
3698,AI Agents,Finance,2023-11-03,28,India,0.13,"Nike, Tesla",-1.3,55
3699,ESG Investing,Tech,2025-01-18,9,USA,0.64,"Tesla, BlackRock",3.7,58
3700,AI Agents,Sustainability,2023-06-07,27,India,0.13,"Nike, Tesla",12.6,83
3701,ESG Investing,Tech,2025-02-13,30,India,0.02,"Nike, OpenAI",-0.5,58
3702,Green Hydrogen,Finance,2024-06-01,7,India,0.43,"Nike, BlackRock",2.9,76
3703,AI Agents,Tech,2024-10-22,6,USA,1.0,"Nike, OpenAI",-2.8,75
3704,AI Agents,Tech,2024-04-08,16,USA,0.26,"Nike, Tesla",-3.8,98
3705,Green Hydrogen,Finance,2024-04-02,49,China,0.03,"Tesla, BlackRock",18.4,92
3706,AI Agents,Finance,2024-05-12,5,India,-0.03,"OpenAI, Tesla",0.3,51
3707,ESG Investing,Tech,2024-08-19,60,USA,0.44,"Tesla, BlackRock",2.1,90
3708,DeFi 2.0,Sustainability,2023-07-22,20,China,0.8,"OpenAI, Tesla",18.7,90
3709,AI Agents,Sustainability,2024-10-20,20,EU,-0.09,"Tesla, Nike",8.5,52
3710,ESG Investing,Tech,2023-01-31,23,EU,0.39,"OpenAI, BlackRock",0.4,68
3711,ESG Investing,Finance,2023-09-19,46,EU,0.26,"Tesla, BlackRock",4.4,97
3712,ESG Investing,Finance,2024-06-24,45,USA,0.11,"Nike, Tesla",13.9,65
3713,ESG Investing,Finance,2024-11-15,27,EU,-0.31,"OpenAI, Nike",9.6,52
3714,ESG Investing,Tech,2023-02-23,1,India,0.39,"Tesla, Nike",-1.1,76
3715,Green Hydrogen,Tech,2024-10-30,21,USA,0.83,"BlackRock, Nike",-1.4,87
3716,DeFi 2.0,Finance,2023-10-08,15,India,0.64,"BlackRock, Nike",-2.1,93
3717,AI Agents,Tech,2024-01-26,17,EU,0.91,"Tesla, Nike",19.2,63
3718,Green Hydrogen,Tech,2023-02-18,12,China,0.12,"Tesla, Nike",-0.7,51
3719,Green Hydrogen,Tech,2025-02-22,15,India,0.16,"Tesla, OpenAI",-0.6,90
3720,ESG Investing,Sustainability,2024-09-26,26,India,0.45,"BlackRock, Tesla",9.3,55
3721,DeFi 2.0,Finance,2023-03-27,53,USA,0.02,"Nike, OpenAI",5.7,53
3722,AI Agents,Sustainability,2023-11-16,20,EU,0.15,"OpenAI, Nike",8.7,57
3723,AI Agents,Finance,2025-02-08,20,USA,0.39,"Tesla, BlackRock",12.6,75
3724,AI Agents,Sustainability,2024-09-06,54,India,0.25,"Nike, BlackRock",-1.5,50
3725,DeFi 2.0,Sustainability,2023-02-27,27,EU,0.0,"BlackRock, Nike",19.1,83
3726,Green Hydrogen,Tech,2024-09-08,31,India,0.49,"BlackRock, Nike",17.9,81
3727,ESG Investing,Finance,2024-01-12,16,China,0.63,"Tesla, Nike",-0.6,70
3728,DeFi 2.0,Tech,2023-04-11,1,EU,0.14,"Nike, OpenAI",18.1,54
3729,Green Hydrogen,Tech,2023-05-06,31,India,-0.51,"Tesla, Nike",17.5,83
3730,ESG Investing,Tech,2023-11-23,10,India,0.23,"Tesla, Nike",6.9,92
3731,ESG Investing,Finance,2023-08-20,28,USA,0.1,"Tesla, BlackRock",1.0,65
3732,ESG Investing,Tech,2023-06-17,29,USA,0.19,"OpenAI, Nike",3.5,73
3733,DeFi 2.0,Tech,2023-09-25,25,China,0.15,"BlackRock, OpenAI",0.7,56
3734,ESG Investing,Sustainability,2024-06-16,41,China,-0.24,"BlackRock, Nike",9.9,65
3735,DeFi 2.0,Tech,2024-06-22,23,USA,0.52,"Nike, Tesla",-0.9,64
3736,DeFi 2.0,Sustainability,2024-08-20,27,India,0.32,"Nike, BlackRock",12.2,80
3737,DeFi 2.0,Finance,2023-12-18,26,China,-0.37,"Tesla, BlackRock",-4.2,54
3738,DeFi 2.0,Tech,2024-01-18,21,USA,1.0,"Nike, Tesla",11.1,87
3739,AI Agents,Sustainability,2023-05-04,57,USA,-0.44,"Tesla, Nike",16.4,61
3740,ESG Investing,Tech,2025-01-21,31,EU,0.36,"OpenAI, Tesla",19.0,89
3741,AI Agents,Tech,2023-04-13,16,India,-0.37,"Nike, BlackRock",14.7,87
3742,AI Agents,Sustainability,2024-03-27,9,India,-0.4,"OpenAI, Tesla",1.0,65
3743,DeFi 2.0,Tech,2023-12-15,31,China,0.75,"BlackRock, Nike",8.2,57
3744,ESG Investing,Sustainability,2023-12-26,30,EU,0.37,"Tesla, BlackRock",-0.5,73
3745,DeFi 2.0,Finance,2023-06-26,20,India,0.43,"BlackRock, OpenAI",1.5,86
3746,AI Agents,Sustainability,2024-05-04,38,China,0.24,"OpenAI, Nike",6.2,68
3747,AI Agents,Sustainability,2024-12-25,29,USA,0.27,"OpenAI, Tesla",5.5,64
3748,DeFi 2.0,Sustainability,2024-10-09,0,EU,0.46,"OpenAI, Nike",-0.5,55
3749,DeFi 2.0,Finance,2025-01-25,14,India,0.43,"Tesla, BlackRock",-1.7,98
3750,Green Hydrogen,Sustainability,2025-01-02,56,China,-0.09,"OpenAI, Nike",5.0,62
3751,Green Hydrogen,Finance,2025-02-07,53,China,0.35,"BlackRock, OpenAI",-3.7,62
3752,ESG Investing,Finance,2023-04-26,55,EU,-0.09,"Nike, OpenAI",6.3,91
3753,Green Hydrogen,Sustainability,2025-03-16,39,India,-0.15,"Tesla, OpenAI",1.8,68
3754,AI Agents,Sustainability,2024-12-03,22,India,0.22,"Nike, OpenAI",0.9,93
3755,Green Hydrogen,Finance,2024-05-08,25,India,0.98,"OpenAI, BlackRock",-1.3,67
3756,Green Hydrogen,Tech,2024-10-16,22,USA,0.34,"Nike, OpenAI",1.9,63
3757,AI Agents,Tech,2024-12-31,48,China,-0.32,"OpenAI, BlackRock",-4.6,98
3758,AI Agents,Finance,2024-08-12,23,EU,0.37,"OpenAI, BlackRock",5.7,58
3759,DeFi 2.0,Sustainability,2024-09-09,15,EU,0.66,"BlackRock, Tesla",11.4,61
3760,ESG Investing,Finance,2023-08-31,15,EU,-0.11,"OpenAI, BlackRock",-2.6,99
3761,ESG Investing,Sustainability,2023-04-30,21,China,0.57,"Tesla, OpenAI",18.5,87
3762,Green Hydrogen,Finance,2023-07-24,32,India,1.0,"BlackRock, Nike",-2.1,95
3763,Green Hydrogen,Tech,2023-08-05,6,India,-0.27,"Tesla, OpenAI",-2.7,74
3764,DeFi 2.0,Sustainability,2023-12-05,18,USA,0.59,"OpenAI, BlackRock",10.5,91
3765,Green Hydrogen,Sustainability,2023-02-26,37,EU,0.06,"BlackRock, OpenAI",-0.1,76
3766,ESG Investing,Tech,2025-01-28,56,USA,0.22,"BlackRock, Tesla",-0.5,93
3767,ESG Investing,Tech,2023-09-05,20,USA,0.59,"Nike, BlackRock",0.5,89
3768,Green Hydrogen,Tech,2023-10-20,29,USA,-0.59,"Tesla, OpenAI",3.7,85
